"item","count","station_id_tally","date_tally","material","filename","num_buckets","bucket_size_gallons","num_bags","bag_size_gallons","total_small","units_small","large_volume","units_large","station_id_volume","station_id_vegetatedcondition","date_vegetated","banks_percent_ground_cover","banks_percent_understory","banks_percent_trees_roots","banks_percent_bare_ground","banks_percent_total","channel_percent_woody_debris","channel_percent_aquatic_vegetation","channel_percent_algae","channel_percent_no_vegetation_or_woody_debris","channel_percent_total","comments_vegetation","station_id_trashassessment","site_description","site_type","field_crew","date","start_time","start_am_pm","end_time","end_am_pm","start_latitude","end_latitude","start_longitude","end_longitude","watershed","datum","left_bank_access","left_bank_facing","right_bank_access","right_bank_facing","channel_type_1","channel_type_2","channel_type_3","channel_type_4","channel_type_other","is_stream_flowing","reach_length","reach_length_units","wetted_width_a","wetted_width_b","wetted_width_c","wetted_width_units","bankfull_width_a","bankfull_width_b","bankfull_width_c","bankfull_width_units","assessment_width_a","assessment_width_b","assessment_width_c","assessment_width_units","was_trash_picked_up","number_outfalls","outfall_diameter_1","outfall_diameter_2","outfall_diameter_3","outfall_diameter_4","outfall_trash_1","outfall_trash_2","outfall_trash_3","outfall_trash_4","outfall_trash_amount_1","outfall_trash_amount_2","outfall_trash_amount_3","outfall_trash_amount_4","homeless_encampment_in_200_m","comments"
"Pet Waste",10,"19.0","44492.0","Biohazard","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.3","5.0",NA,NA,"1.5","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Biohazard Other",0,"19.0","44492.0","Biohazard","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.3","5.0",NA,NA,"1.5","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"PPO-Latex Gloves",0,"19.0","44492.0","Biohazard","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.3","5.0",NA,NA,"1.5","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"PPO-Face Masks",0,"19.0","44492.0","Biohazard","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.3","5.0",NA,NA,"1.5","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Bricks",0,"19.0","44492.0","Construction","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Concrete/Asphalt",0,"19.0","44492.0","Construction","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Fabricated Wood",2,"19.0","44492.0","Construction","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Rebar",0,"19.0","44492.0","Construction","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Construction Other (describe)",0,"19.0","44492.0","Construction","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Glass Bottles",0,"19.0","44492.0","Glass","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Glass Pieces*",0,"19.0","44492.0","Glass","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Glass Other (describe)",0,"19.0","44492.0","Glass","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Aluminum Foil pieces*",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Aluminum or Steel Cans",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Auto Parts",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Batteries - Akaline",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Batteries - Lithium",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Metal Bottle Caps",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Metal Pipe/Bar Segments",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Nails, Screws, Bolts, etc.",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Spray Paint Cans",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Wire (barb, chicken, etc.)",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Metal Other (describe)",0,"19.0","44492.0","Metal","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.0","5.0",NA,NA,"0","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Ceramic Pots/Shards",0,"19.0","44492.0","Miscellaneous","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.05","5.0",NA,NA,"0.25","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"E-waste",0,"19.0","44492.0","Miscellaneous","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.05","5.0",NA,NA,"0.25","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Foam rubber",0,"19.0","44492.0","Miscellaneous","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.05","5.0",NA,NA,"0.25","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
"Hose/Hose Pieces",0,"19.0","44492.0","Miscellaneous","Site 19_10-23-2021/Data for Site #19 10_23_21.xlsx","0.05","5.0",NA,NA,"0.25","GALLONS",NA,"   ft3","19.0","19.0","44492.0","0.75","0.25","0.0","0.0","1","0.0","0.0","0.0","1.0","1",NA,"19.0","Pinole Ck nr Orleans Dr., Demonstration Project (Flood Control)","probabilistic","Ann, Megan, Damien, Lisa, Mary M, Becky, Charlotte","44492.0","0.4284722222222222","AM","0.4791666666666667","AM","38.0109","38.0107","-122.2924","-122.2923","Pinole Creek","GoogleEarth (NAD 83)","EASY","(Facing Downstream)","EASY","(Facing Downstream)","Earthen","No addtional types","No addtional types","No addtional types","no others","YES","98.0","ft","26.0","23.0","28.0","ft","80.0","79.1","79.6","ft","80.0","79.1","79.6","ft","YES","1.0","18-24""","no outfalls = or >18""","no outfalls = or >18""","no outfalls = or >18""","YES","NO","NO","NO","<50","no trash","no trash","no trash","NO","Much less vegetation than near mouth of creek"
